13075045 5 16570 883 46755.000000 23.960110 134887.000000 1.000000 400491.000000 1.000000 98146.000000 1.000000 4009.000000 313.763336 142283.000000 1.000000 887.000000 15688.167969 8157.000000 1.000000 3335.000000 350844.468750 00000000
13076005 7 16570 933 45511.000000 23.083487 117548.000000 1.000000 301684.000000 1.000000 70515.000000 1.000000 4647.000000 302.283752 157650.000000 1.000000 824.000000 15114.187500 6608.000000 1.000000 3899.000000 338008.187500 00000000
13076006 8 16570 293 15755.000000 22.536192 46696.000000 1.000000 108192.000000 1.000000 31110.000000 1.000000 1561.000000 295.116791 51687.000000 1.000000 278.000000 14755.839844 2320.000000 1.000000 1295.000000 329994.250000 00000000
13076007 9 16570 454 22527.000000 22.322447 62917.000000 1.000000 157092.000000 1.000000 41439.000000 1.000000 2196.000000 292.317749 72145.000000 1.000000 410.000000 14615.887695 3263.000000 1.000000 1846.000000 326864.406250 00000000
13076011 12 16570 298 14867.000000 22.062969 35829.000000 1.000000 93035.000000 1.000000 20664.000000 1.000000 1520.000000 288.919830 49206.000000 1.000000 273.000000 14445.992188 2117.000000 1.000000 1261.000000 323064.937500 00000000
13076015 13 16570 1205 58961.000000 21.432398 140940.000000 1.000000 376385.000000 1.000000 85412.000000 1.000000 5908.000000 280.662354 186232.000000 1.000000 1091.000000 14033.118164 8103.000000 1.000000 5010.000000 313831.531250 00000000
13076017 14 16570 1905 92170.000000 19.597151 195305.000000 1.000000 492503.000000 1.000000 106728.000000 1.000000 9887.000000 256.629333 285695.000000 1.000000 1671.000000 12831.467773 10765.000000 1.000000 8343.000000 286958.281250 00000000
13076018 15 16570 3133 147394.000000 18.898218 300446.000000 1.000000 766912.000000 1.000000 166690.000000 1.000000 15773.000000 247.476669 438834.000000 1.000000 2679.000000 12373.833984 16348.000000 1.000000 13145.000000 276723.937500 00000000
13076019 16 16570 2428 111183.000000 18.019630 217665.000000 1.000000 580104.000000 1.000000 125611.000000 1.000000 11502.000000 235.971344 305859.000000 1.000000 2077.000000 11798.567383 12297.000000 1.000000 9969.000000 263858.875000 00000000
13076020 17 16570 3238 159433.000000 16.710674 291405.000000 1.000000 780549.000000 1.000000 170085.000000 1.000000 16440.000000 218.830246 405220.000000 1.000000 2961.000000 10941.512695 15658.000000 1.000000 14276.000000 244692.015625 00000000
13076022 18 16570 3275 164633.000000 15.978732 291943.000000 1.000000 801642.000000 1.000000 177860.000000 1.000000 16528.000000 209.245300 387937.000000 1.000000 3082.000000 10462.265625 15630.000000 1.000000 14527.000000 233974.296875 00000000
